Sentences,class
දර්ශනය අපගේ විය සැමදා මුළු ලෝකයාටම යහපතක්.,incorrect
ක්‍රමයක් අධ්‍යාපන නව පාසල්වල ආරම්භ කරන ලදී හෙට.,incorrect
ශාලා විශාල කර්මාන්ත ඊයේ ලදී පිහිටුවන මෙරට තුළ.,incorrect
ලේඛකයා සිය ග්‍රන්ථය නව ඊයේ මුද්‍රණය කළෝය.,incorrect
ගෞරවය සහ උපහාරය අත්‍යවශ්‍ය වේ සියල්ලන්ටම ලබාදීම සැමදා.,incorrect
නිලධාරීහු සියලු අද ලේඛන යොමු විය සැකසීම වෙත.,incorrect
ජනතාව ප්‍රදේශයේ නිරතුරුව පත්වූහ උවදුරින් පීඩාවට.,incorrect
තොරතුරු ඊයේ සතුරාගේ සෙවූහ ක්‍රියාකාරකම් පිළිබඳව.,incorrect
සිසුන් දෛනිකව කළහ මනාව විද්‍යාත්මක තර්කය උපයෝගී.,incorrect
දෙයක්ම සම්පූර්ණ කිරීම අවශ්‍ය වේ හෙට නියමිත කාලයේදී.,incorrect
වෛද්‍යවරයෙක් පැමිණෙනු ඇත හෙට රෝහලේ සේවය සඳහා.,incorrect
දේශනය ඔහුගේ ඊයේ ගන්නා ලදී විශාල පිරිසක් සැලකිල්ලට.,incorrect
භික්ෂූන් වහන්සේලා අද පැවැත්වූහ වටිනා ධර්ම සාකච්ඡාවක්.,incorrect
ජනතාව දුප්පත් සමාජයේ නිරතුරුව ඇත වෙනුවෙන් වැඩසටහන්.,incorrect
තත්ත්වය වර්තමාන පිළිබඳව අවශ්‍ය වේ අද අධ්‍යයනයක් පැවැත්වීම.,incorrect
උරුමය අපගේ සැමදා විය උත්තරීතර වගකීමක් සුරැකීම.,incorrect
පරිත්‍යාගශීලීන් විශාල ඊයේ ලබාදුන්හ ආධාරයක් පන්සලට.,incorrect
යෝජනා ඉදිරිපත් කළ පිළිගනු ඇත හෙට සභාව විසින්.,incorrect
කර්මාන්ත දේශීය නිරතුරුව අවශ්‍ය විය සංවර්ධනය කිරීම.,incorrect
අවස්ථා නව ව්‍යාපාරික දැන් පවතිනේය මෙරට තුළ.,incorrect
පටය කලින් කළ වීඩියෝ පෙරේදා විය ජනප්‍රිය.,incorrect
මිනිසුන් නිරතුරුව සටන් කළෝය සිය අයිතිවාසිකම් වෙනුවෙන්.,incorrect
නිලධාරීන් රජයේ සම්පූර්ණ කළෝය ඊයේ රාජකාරි කාලය තුළ.,incorrect
පොත්පත් කියවීම මගින් දෛනිකව විය දැනුම පුළුල්.,incorrect
ප්‍රතිසංස්කරණ දේශපාලන ක්ෂේත්‍රයේ ඉදිරියේදී සිදුකරනු ඇත.,incorrect
සමූහයක් තරුණ ඊයේ ආරම්භ කළෝය සමාජ වැඩසටහනක්.,incorrect
කතාව ඔහුගේ අද දිනාගැනීමට හේතු විය ජනතාවගේ සිත්.,incorrect
තත්ත්වය දුක්ඛිත සමාජයේ නිරතුරුව ලබාදෙන්නේය අවධානයක් පිළිබඳව.,incorrect
ගුරුවරයා දැනුම සියලු බෙදා දෙන්නේය දෛනිකව සිසුන් වෙත.,incorrect
උත්සාහය අපගේ සැමදා යොමු විය සාර්ථකත්වය වෙතට.,incorrect
යෝජනා ඉදිරිපත් කළ ඊයේ සාකච්ඡා කෙරේ මණ්ඩලය විසින්.,incorrect
සංකල්ප විද්‍යාත්මක නිරතුරුව එකතු විය දරුවන්ගේ අධ්‍යාපනයට.,incorrect
උත්සවයක් ක්‍රීඩා පාසලේ සැමදා සෑම වසරකම ලදී පවත්වන.,incorrect
සේවාවන් රෝහලේ වෛද්‍ය දියුණු විය යුතුය හෙට.,incorrect
ගිවිසුම් පැරණි අලුත් කිරීම පිළිබඳව සාකච්ඡා කළෝය අද.,incorrect
ව්‍යාපෘතිය නව ඔවුන්ගේ ඊයේ හේතු විය අවධානය දිනාගැනීමට.,incorrect
ප්‍රශ්න ලෝකයේ පවතින අවශ්‍ය වේ සැමදා ගැඹුරින් අධ්‍යයනය කිරීම.,incorrect
සමගිය සියලු දෙනාගේම විය සැමදා ප්‍රධාන අරමුණක්.,incorrect
ව්‍යාපෘති සංවර්ධන අදහාගත නොහැකි ඇරඹෙනු ඇත හෙට.,incorrect
තීරණය ඔහුගේ සුවයක් දෙනු ඇත හෙට මුළු සමාජයටම.,incorrect
තොරතුරු දේශපාලන දෛනිකව ලැබෙන්නේය පුවත්පත් මගින්.,incorrect
සමූහයක් තරුණ ඊයේ නිර්මාණය කළෝය වීඩියෝ පටයක්.,incorrect
සංශෝධනයක් රජයේ නව ඊයේ පිළිගනු ලැබුණි පාර්ලිමේන්තුව විසින්.,incorrect
සේවාවන් වෛද්‍ය අද ලං විය ග්‍රාමීය ප්‍රදේශවලට.,incorrect
සාධාරණත්වය සමාජ වෙනුවෙන් අවශ්‍ය විය සැමදා සටන් කිරීම.,incorrect
චිත්‍රයක් කලාකරුවා ඊයේ අඳිනු ලැබීය අපූර්ව ශෛලියකින්.,incorrect
ප්‍රතිසංස්කරණ සිදුවන්නේය විශාල ඉදිරියේදී කාලය තුළදී.,incorrect
අයිතිවාසිකම් සැමදා අත්‍යවශ්‍ය වේ සෑම පුරවැසියෙකුගේම සුරැකීම.,incorrect
හානියක් දැඩිව ඊයේ සිදුවිය මහා වැසි නිසා.,incorrect
සංස්කෘතිය ජීවිතයට විය සැමදා දේශීය සැනසිල්ලක්.,incorrect
මණ්ඩලයක් නව අමාත්‍ය ඊයේ සභාව ලදී පිළිගන්නා.,incorrect
අවස්ථා ව්‍යාපාරික අද යොමු විය විදේශ වෙළඳපොළට.,incorrect
කෞතුකාගාරයේ වස්තූන් පුරාණ සැමදා වටිනේය ඉතා.,incorrect
පරිපාලන කටයුතු ලිපියක් ඊයේ ලදී පිළියෙළ කරන.,incorrect
ගුරුතුමිය නව දෛනිකව උනන්දු වූවාය ශිල්පක්‍රම වෙත.,incorrect
උරුමය අපගේ කළ යුතුය සැමදා නිරතුරුව සුරැකීමට උත්සාහ.,incorrect
ආයතනය රාජ්‍ය නව අද පිළිගත්තේය යෝජනා.,incorrect
විද්‍යාඥයන් විමර්ශන කළහ අද ග්‍රහලෝක පිළිබඳව.,incorrect
උත්සවය විශාල පිරිසක් හෙට සූදානම්ය එකතු වීමට.,incorrect
